class;frame_id;l_elbow_angle;r_elbow_angle;l_shoulder_angle;r_shoulder_angle
teszt;116;132.90296099812485;126.34304361716163;66.3915938947743;88.99244282208134
teszt;117;115.10510109221846;123.97095528980759;60.46080219352042;89.44281512127314
teszt;118;122.92136778161584;124.74662667377916;61.782811308913836;89.61176055345416
teszt;119;142.842291419053;113.67217959141898;75.7749869331106;92.05837208817528
teszt;120;88.19885866918258;112.60052787821205;58.34688867752351;92.81192517019012
teszt;121;121.22356291042082;113.95038462590475;67.28655242621949;92.52830837788673
teszt;122;121.74075652667375;120.39079813353719;68.72575398810469;89.54271961787964
teszt;123;133.54197190596417;114.48269704175964;71.97002889837198;92.28672254995617
teszt;124;108.29114709024935;113.91381432515654;64.59023249856261;92.40547415317353
teszt;125;69.7854025027253;111.81038594751962;56.04197651852668;94.30298432492782
teszt;126;64.7020275683465;100.50024032461421;26.573260637257203;94.40325794409269
teszt;127;87.73559092622075;97.00398584290188;22.598102929392425;93.14991129625014
teszt;128;111.71752695436044;92.16580834881421;40.82127421337769;95.32001677318333
teszt;129;104.74103942444819;108.56968143039416;43.57003649943201;91.33583968192204
teszt;130;111.30249523112181;115.04521276749827;48.3188601071854;91.82815094284129
teszt;131;129.60714455766717;111.26430830644694;60.945107090499974;90.39996680689488
teszt;132;132.84886118497974;121.41795164028031;67.62004685228517;92.68087624960886
teszt;133;131.05224424508788;117.64718732641889;68.12734297037488;87.44397644013597
teszt;134;124.0183451720499;111.5791876720839;71.07045067786613;82.38032040110454
teszt;135;118.91214395310571;111.08930269148375;80.84801207542122;81.43475710130564
teszt;136;128.0235186854852;107.29818945981933;87.9618816398756;81.65624306333993
teszt;137;130.38626404827835;109.67929126036621;87.44573200978284;80.37861819371231
teszt;138;135.94066687808095;109.77898070771386;86.01887049583384;79.58348664026802
teszt;139;127.63632136858286;113.845169326098;80.2085019269082;89.8076885966885
teszt;140;135.07511437184948;117.0504860634866;85.47694538514726;84.51764063630111
teszt;141;126.54369450901918;122.23192562773635;83.15078556508053;86.66598336331585
teszt;142;125.71873539635645;121.87652541389014;84.51931406272094;86.54412962284624
teszt;143;126.35163092121874;123.65530741920442;82.84546150193128;91.45331746835507
teszt;144;121.083839737554;120.80072956243124;83.36411918044531;91.21363774729762
teszt;145;122.50446785424232;122.50074083817039;85.79328529743343;83.74687313714266
teszt;146;125.6819060036938;121.25789601626293;84.63510135643223;91.27199356743489
teszt;147;132.50979383219794;119.6175312860036;86.9361289878151;90.63279133156716
teszt;148;140.52520726274014;120.96282210240207;87.7899307031388;89.40830876687075
teszt;149;139.52147825857088;118.8101847578009;87.84182248894493;90.73507694312241
teszt;150;136.41899835441794;120.97541992154606;85.71419708650045;99.10769743728237
teszt;151;130.3145512668942;115.49217245238925;86.13359364018207;94.1941879064498
teszt;152;139.7759342754505;109.5954534358555;89.46032555072473;80.70760746110888
teszt;153;138.38931655806982;106.4671467855841;89.47889974435455;82.72731940111554
teszt;154;138.89326094895577;111.61259051965379;90.17496968438014;84.34322571936947
teszt;155;136.15763874445776;107.72684005083875;86.29112629084113;89.87513131704672
teszt;156;127.7684087153184;121.77770163413696;87.49126226077486;98.70380642971371
teszt;157;150.17705776843445;110.32289678016375;88.85755613473562;95.7108398905753
teszt;158;132.46933890393663;120.03818186919277;88.1616020243162;98.35435998290498
teszt;159;118.14194884395626;117.07063372987682;85.73466645379183;87.04563879085966
teszt;160;104.00308981563637;109.98321845870213;77.87095262072576;81.07393470703406
teszt;161;86.622025978205;116.76517515844945;67.13067746623528;79.23139215705139
teszt;162;86.95760460823823;115.44090807103716;56.54925001733518;78.0423278666291
teszt;163;96.1508660412369;112.97683055947324;50.843859682589795;77.89712552580141
teszt;164;96.25865516880687;91.75207920742285;43.92382992195473;76.95643569558591
teszt;165;89.96988667602334;102.80858111171351;33.52791062978034;81.90501171858597
teszt;166;96.74343827188596;102.51041352527103;32.85308000518371;80.97033899761587
teszt;167;98.4232883763218;83.08439200143829;27.374122676656476;91.27628974749533
teszt;168;102.31320789219974;86.59073188558132;26.27671854300077;99.8169346450741
teszt;169;135.18439192065009;97.92091629195683;70.94957681761917;98.69337464202869
teszt;170;151.43940468887376;109.72249464987453;49.49510721835009;110.13041058361422
teszt;171;132.31821607249748;109.61335846910956;52.009856375095666;109.45711606116603
teszt;172;132.1737934355415;110.41871019672287;41.40990177133231;108.84547327912584
teszt;173;132.50685207506794;108.16894812643127;38.709126768056464;112.70280995443386
teszt;174;142.84603175190023;117.66257693096293;50.202763797558305;112.86661827731612
teszt;175;131.01176862398805;115.23563492201392;40.774913269554006;111.54765516736346
teszt;176;134.70416722670137;114.41103259036855;38.14332827650074;112.83002040904009
teszt;177;125.52520616678153;108.9996955335588;39.232930357283806;114.98201000694904
teszt;178;135.6681944285278;104.56082143851712;44.57776396199633;112.42329304358516
teszt;179;134.58175791838576;107.23143587924768;45.05958088030048;111.66857734139204
teszt;180;137.24224226196083;110.50178011656925;48.440522951864374;110.52819782536898
teszt;181;130.04815170386928;111.09561105775346;48.06104919487958;112.18068548362636
teszt;182;140.6966155495848;107.69978765388959;57.99609514525055;110.14644307392639
teszt;183;137.45594543103053;109.99933276068862;50.831940116808426;109.91052629054492
teszt;184;145.41284979218756;102.5614872651155;47.56268473870291;108.110480795248
teszt;185;133.261673048732;102.34054555320262;47.02115551381499;109.63413724304078
teszt;186;128.09108913383892;106.70617057751949;49.27364727871557;109.7030614457773
teszt;187;115.78176843568664;104.30784106546908;31.1545348335065;109.86815044928008
teszt;188;92.82809743849849;101.41924272809436;6.868725831369502;102.09879789164414
teszt;189;108.55585752690348;92.39332290134378;4.529306816890792;99.45660774557744
teszt;190;90.53188795660736;92.53337569461141;15.098268982548063;98.01744765732586
teszt;191;106.57679644064864;121.5516920530055;13.400730356529262;86.97748970769908
teszt;192;45.62240834623712;102.98334334785679;54.97340551931532;84.459828825575
teszt;193;97.29116356954279;89.43228793069964;64.34362019062175;75.11459195792722
teszt;194;118.2915583006586;87.11522364620185;63.374238762470945;70.79271696697313
teszt;195;114.93104199283523;89.78449851991932;50.408204090125345;60.66544656180593
teszt;196;80.56729321283353;94.9168873686033;25.30720415450867;57.00914722225045
teszt;197;80.89185166683784;103.95674534501103;32.17315765860218;62.661811774282356
teszt;198;84.3688357329228;99.9297577065665;42.86104045217335;66.19396180132654
teszt;199;79.27346969232548;108.63265490332628;46.91238489093628;73.61377486828366
teszt;200;119.07465715685703;121.81618079163636;64.93412428878794;78.3733539698109
teszt;201;137.34392352835263;117.83506791304022;100.8824617625634;74.28122090946667
teszt;202;75.23497343446255;110.12238079268899;114.86128576534489;66.70877306572739
teszt;203;45.9617547252638;107.80721493046907;126.2096519295105;67.78669376032774
teszt;204;56.8543007766932;115.43643521336443;125.41802760768033;68.1977647211504
teszt;205;72.21870341761236;116.23648042598367;121.98293996125032;66.65302108090994
teszt;206;73.23901896187007;115.88174800141391;119.27381872878662;61.95239407750929
teszt;207;76.21342477120493;113.96647675170746;117.09705533500608;59.82236505463712
teszt;208;61.78494215405799;112.4114618636631;120.73007062046169;58.25379789303377
teszt;209;53.64133071366823;112.87140716043245;121.56880060393213;58.91068627775213
teszt;210;51.59503511457244;109.77601064598605;121.60747327519927;57.0620019841924
teszt;211;52.63973668641005;111.66358656128823;119.41622654197266;58.35214166921268
teszt;212;48.42204181133903;105.49375847280128;120.31966843039454;57.48186516193672
teszt;213;45.937778398029074;104.89599231336426;120.09489463183304;58.53833647801603
teszt;214;40.44985798030229;108.10398913460459;119.71931357794367;59.496195592972505
teszt;215;44.72198258275248;108.51015569533236;119.9577148722723;60.533748214620175
teszt;216;34.85249410967429;109.39889289406415;121.74778231028921;59.96236394748359
teszt;217;39.73552378409113;112.09757572573281;118.65603265064989;61.47365857205146
teszt;218;36.693013810114586;111.96279908331717;119.28087311073371;61.488128269528
teszt;219;30.679889166196343;110.70152810164902;118.67773977297564;61.588825482058894
teszt;220;31.531024926444818;105.90229504917826;119.6921869482936;60.320384901289565
teszt;221;31.53060071411599;107.77312787949492;115.95399965931202;61.37887242289043
teszt;222;36.302505915539484;109.52505673969699;112.13670186144486;63.0443789408464
teszt;223;34.21655676995094;107.14601524178698;108.663576450932;66.53407144299527
teszt;224;98.49273348058605;110.1561051503425;100.23696823087275;70.39463262519843
teszt;225;89.93188297346616;92.36484745107515;85.85750268833931;58.07916737546691
teszt;226;104.66430255594737;93.91857116744235;79.53460066992568;57.882896431485015
teszt;227;100.84041075449943;108.1506855992841;64.16800434318287;56.73552577089044
teszt;228;89.060929760369;120.0002685379604;55.09048246172755;54.400428706027604
teszt;229;73.20587666273455;125.21335458404543;41.902321494606724;47.1500186953718
teszt;230;36.75148379319847;130.2876438473437;23.239623160896098;42.48212186571952
teszt;231;40.34606489266162;130.89962888403406;17.316123838658157;52.43291234337231
teszt;232;65.13311691708333;127.38026483570854;14.627952231710696;70.82073516462212
teszt;233;149.77944238770465;124.54447567834372;65.14181239992853;85.32592715160293
teszt;234;162.79380924876514;65.00657473412909;87.73295454946334;112.47301432570664
teszt;235;137.11997973928024;97.60103134936504;43.19460103470902;120.26489126892697
teszt;236;154.53838361236365;81.74710555710708;27.186846790446687;112.07347442476288
teszt;237;153.53386601249542;106.8728323984164;28.88649533310545;99.99625293949244
teszt;238;174.7463531036504;114.8560890469613;74.24229870225777;91.16955931855586
teszt;239;155.91472155791527;110.09718593376753;87.58706839168912;87.23048896625163
teszt;240;171.58532590692917;118.3309803847419;92.17197554024395;84.71781753312973
teszt;241;172.1896654092581;116.95363144674268;97.27776719138456;82.78882865771253
teszt;242;176.29048935854595;114.04359188349176;98.48850225479279;82.60645381693969
teszt;243;169.55570349470267;115.6644620870775;95.66202122404269;82.5459450371939
teszt;244;171.33207734454408;115.4022747008235;92.53686651443853;82.45155905076118
teszt;245;173.1265892408697;116.13170201783072;81.87459890922614;83.32565528758701
teszt;246;173.9537574068074;118.79740787284831;84.03045774145808;85.87473200961588
teszt;247;168.51602606420312;114.27530276887471;64.13569686544612;87.86283389967745
teszt;248;166.21686596454543;114.70943004270124;60.87185257038893;86.68113380418956
teszt;249;152.84833680669126;113.19931243945692;31.91316639815569;86.72665312995849
teszt;250;164.2002005579115;114.06989200383939;45.469453924222435;86.67237429593753
teszt;251;147.72797706418876;109.53079992007639;33.08988093101975;86.51408632996606
teszt;252;151.39686710203134;99.93413700899933;21.46435295819814;87.61483730516187
teszt;253;151.84189001166146;99.96283610092664;28.01076451285706;89.8264678257486
teszt;254;166.00901695936034;112.95321293831942;27.491858736450478;89.66291934475476
teszt;255;153.23284162675407;114.06555381434899;35.84597830318986;87.22635717482355
teszt;256;75.6830376371607;115.03673626197946;54.80591595491272;83.09605185217245
teszt;257;38.11415708804492;102.53395509482924;51.5055426883349;57.053012144966544
teszt;258;119.10553464594854;119.58959795868941;29.758358136397955;80.55895552114443
teszt;259;69.88032836368012;115.97992597095151;12.517294516338884;77.35036462936928
teszt;260;95.38863263348053;109.54879751201763;23.22204942633628;74.12479807844598
teszt;261;103.43930329208324;109.81937161322911;31.730069294060357;70.87795370328
teszt;262;106.09633699224513;112.44287187776224;34.16093124529592;72.02020269930046
teszt;263;97.77155324395846;117.50047907068402;30.642034139942215;72.97681309329347
teszt;264;91.9491754522583;116.36686664849026;42.246568416092835;71.19820606956125
teszt;265;88.1673728342197;119.65816678428371;45.16223687488668;72.52740763400695
teszt;266;140.58873942355035;117.46436803666145;74.97155623006206;71.50013710072623
teszt;267;107.14572226619478;106.72689589133348;98.64500797061093;57.63840624784736
teszt;268;45.66756250740458;111.00648634060916;123.19199225810587;61.42171082677258
teszt;269;40.232217426241235;112.88467205367779;130.8721031211067;57.79848554944705
teszt;270;55.24897776871843;102.08019350263815;131.3821823933402;56.3494632361926
teszt;271;69.30375575840348;108.94437028446248;117.86522086384224;42.71369900121067
teszt;272;71.86517862327653;104.85903861781753;106.00779640964336;37.30226725239026
teszt;273;66.5608569019873;111.21935618847269;98.21976068622317;36.1770621757585
teszt;274;72.57191411182245;112.48487585020314;90.28115477704739;39.47668444808285
teszt;275;78.47523023572413;104.20460988515687;82.67423933267068;35.11205630964937
teszt;276;78.02092330917873;107.32841121841601;83.43926956903594;34.75586248812952
teszt;277;79.23424608772866;106.65059504060916;80.67237603273401;39.55582099506949
teszt;278;78.4881628491622;112.84765127048861;81.05212949886909;41.96961264314384
teszt;279;76.05009519346783;113.38952712862579;80.16081272777173;42.00060274950313
teszt;280;74.13532973440425;115.46900040576423;87.41348181327929;43.57609558212623
teszt;281;77.35741328635628;117.32385664089188;88.20663038736343;44.25992871872447
teszt;282;76.21833631376559;117.6384997889871;92.22410394661256;44.32566320225464
teszt;283;69.32131545995271;117.94321286391785;93.82330554037297;45.49921173679523
teszt;284;74.09026927467768;117.1455543095701;96.38714477091781;47.03068779989963
teszt;285;81.16383355761275;112.8384615226578;95.71416155325731;51.40053020037979
teszt;286;106.30764397101827;109.86840670858703;95.18756580328822;52.17666982685967
teszt;287;115.4246079092894;107.76249777649468;95.1139794759273;53.88896158986396
teszt;288;101.36885874333876;98.76775665589182;86.80037287746003;48.98560636792186
teszt;289;108.26297321785341;97.04876812078871;83.39950259758103;48.226145343900605
teszt;290;101.90717670369483;104.02285090378106;73.92524011545756;45.73402125174265
teszt;291;94.26557110668138;111.73454320272226;60.929886185398686;42.87548035546969
teszt;292;87.80954630349615;117.57996954734539;55.34826218836748;39.85259948632592
teszt;293;79.85188253313996;132.35894257993155;47.83462822910007;34.67989587201606
teszt;294;58.02007084446895;134.1654922020698;35.99083072616527;29.54170035055435
teszt;295;62.8596323930889;136.73809123138793;30.341360611368298;37.45196822363808
teszt;296;71.12009167957532;132.1664126771517;24.70826051007865;58.39097674328154
teszt;297;80.31076508706853;126.48532930220786;25.074980717149344;71.00198578404701
teszt;298;77.39371160679563;110.46778173418863;22.265178751077592;91.70429600581383
teszt;299;71.81915017015604;109.09455637616645;15.030771011116984;112.52904402133898
teszt;300;40.6685062870623;112.11168365528094;16.324592716687068;109.94035055351553
teszt;301;61.56431395617213;67.17034249311497;52.36570021136223;125.04572803668053
teszt;302;159.80539545192622;121.34659455310734;63.706538623533504;108.21535899415228
teszt;303;141.00212040444956;118.60233229083026;57.14774348762379;100.78856472959596
teszt;304;143.33095281889427;125.62035821802066;42.544088277918455;92.01619095216584
teszt;305;157.89815386220815;118.90443343753482;33.04399580088412;90.92620819585659
teszt;306;153.95614051794905;127.52596547486758;35.661740091230165;87.55198643250345
teszt;307;154.47670661438977;116.99817135058149;35.1570304362191;88.07430436792674
teszt;308;151.251159937373;116.5783873382453;39.41663067342535;89.4795501300415
teszt;309;153.0249739344195;100.10697709457168;49.940996133041295;92.24030163563327
teszt;310;150.45573633219246;112.13775883835817;41.59664045426643;88.22976507854507
teszt;311;159.31668021627843;109.63376973289361;69.21330456885812;89.9029373427057
teszt;312;148.58534940466072;111.43938653621085;56.52376442468641;87.44852134863929
teszt;313;153.1338778943963;118.18727263113533;70.43825070956123;85.39710331820301
teszt;314;146.8463599314029;118.48308080837077;66.7790324339097;84.82703112172996
teszt;315;147.91033929732828;116.77864012182471;61.17328628532133;84.88388803566195
teszt;316;133.7034330518879;124.30894886803664;59.1902341706761;84.2093332889462
teszt;317;154.3276839318208;127.2291604501085;72.60608587708721;83.41042918424793
teszt;318;174.2572767585918;99.43803423708684;83.61359931863252;92.34476410880916
teszt;319;152.5774751596535;98.15112479677848;72.58565246676719;92.12983525647819
teszt;320;176.9154715932034;78.48841245052914;78.0081208927461;99.06986938267511
teszt;321;162.3531433727265;83.7048589801426;76.00658273899145;96.28239781210505
teszt;322;161.62740318752515;115.23080147084458;70.30649136030604;76.09669704713988
teszt;323;159.5416473112633;118.23317997257536;64.85703290888495;70.96851451890215
teszt;324;156.1711469338908;107.76524983199762;70.22281421289867;45.9852488393386
teszt;325;39.550703693169666;65.95473888913229;35.663991654940354;37.26736487907022
teszt;326;38.71388875543991;34.58101146963366;15.970196674573241;48.17956416395686
teszt;327;38.34605805508028;41.412859384847714;28.452709129801285;53.06072428957723
teszt;328;101.14556088645085;82.08414318200957;54.15438151595801;67.14584112583158
teszt;329;125.05547308554999;82.52325472549714;55.54554828827737;65.96724990267633
teszt;330;115.72444651711778;94.42713195648014;50.6810683120845;69.1906118463054
teszt;331;86.40249906510007;90.02966119294994;38.89033041568836;62.23961934997367
teszt;332;74.76576123603374;84.30552109397743;49.86363471226806;58.7760407273125
teszt;333;77.79561179371007;90.04644080160489;61.461465104251516;61.26435820665061
teszt;334;93.8343087949832;103.18299516481032;65.21671692410946;65.51703586323482
teszt;335;130.22580225013712;106.62556918547949;85.58225283816085;71.60599540696369
teszt;336;146.2151047957865;108.51474120023997;103.35498346515757;69.39902489257877
teszt;337;105.04590333751464;109.18978212724723;116.52749058543934;58.56654085384209
teszt;338;59.03865146546741;104.98543061970629;122.8036852249843;59.770052462554354
teszt;339;46.5832169408194;103.01931309049135;121.93623888360987;58.435514804487376
teszt;340;42.078674926079536;106.22124616662812;119.59732552340864;59.613784467327115
teszt;341;40.7248732930887;109.1252146440715;118.11270257222553;61.14828236721272
teszt;342;43.386913814298254;110.22057549549066;118.27437676403147;62.80816419705883
teszt;343;51.934059610285026;112.37594104404319;115.26418208692344;62.145313501077695
teszt;344;46.43481946599741;111.94570053463639;116.69878313823872;62.7205826341842
teszt;345;41.08054098379667;117.60891320352793;118.41733664929959;66.52248957045121
teszt;346;38.4897489430825;116.89964816854534;119.62528866314629;66.07629036071941
teszt;347;62.11881327703131;115.39769526304626;115.22073036676989;63.9223458371357
teszt;348;51.552850677919466;116.63479532568473;116.31027384996067;65.90727859481066
teszt;349;56.370494287495156;118.22406202500461;115.01027919791521;69.79741809798972
teszt;350;53.884872145418385;117.66408460910581;113.86244588301231;70.47174403382283
teszt;351;41.962968733869644;115.67284150034246;112.53797366352683;69.74505819312193
teszt;352;45.734858122411985;109.87867177365028;111.44796563522678;65.50035529695998
teszt;353;34.07344182580772;109.72171527153813;111.74185120914343;65.54938372046887
teszt;354;39.760410440298365;107.39086904577672;108.08998684524532;64.8818780228488
teszt;355;58.25140284835762;104.00437083871935;104.59729909561273;63.642873357901045
teszt;356;77.64640885295276;98.52846874360522;100.9475090601472;61.24591031404931
teszt;357;95.90058401951421;102.74513375849207;91.61212897451185;61.35740310032853
teszt;358;94.47516938899288;98.57614644014184;79.08644347978641;58.074086464616435
teszt;359;102.86031173350774;100.7203693888026;69.31916535347948;58.343431684855
teszt;360;107.37377458722291;113.04554072021378;60.45042379376083;65.04986349497754
teszt;361;96.94515835658066;105.11301362567043;52.187865380650656;60.168223096929445
teszt;362;95.4131975732976;105.16451276606048;44.56787382082337;63.12092765737257
teszt;363;92.92672797135322;104.62594974132091;42.93068473448049;62.12757996383381
teszt;364;94.26309089657074;105.72441137317216;41.62228965549085;65.2857260193074
teszt;365;86.43025870027441;98.4296097147256;38.849348446560846;62.22906993384376
